Entreprise;Secteur;Ville;Code Postal;Departement;Effectif;Site Web;Email;Email;EmailSource;Confiance;Note;MX
PHENIX FENETRES FRANCE;Menuiserie bois;LA GARENNE-COLOMBES;92250;92;20-49 sal.;http://www.facebook.com/Ph%C3%A9nix-Fen%C3%AAtres-France-2022843054678696/;contact@facebook.com;contact@facebook.com;devine;moyenne;;ok
STORES ET FERMETURES;Menuiserie métallique;VILLENEUVE LA GARENNE;92390;92;10-19 sal.;https://www.artisanstores.fr/;contact@artisanstores.fr;contact@artisanstores.fr;devine;moyenne;;ok
ROUZES ILE DE FRANCE;Menuiserie métallique;ANTONY;92160;92;10-19 sal.;;contact@rouzes.com;contact@rouzes.com;devine;moyenne;site;ok
WEISZ;Menuiserie métallique;CLAMART;92140;92;20-49 sal.;https://www.weisz.fr/;contact@weisz.fr;contact@weisz.fr;devine;moyenne;;ok
COLPER;Menuiserie métallique;COURBEVOIE;92400;92;20-49 sal.;https://www.serrurerie-prosignal.fr/?utm_source=GMB&utm_medium=seo_local&utm_campaign=GMB_Courbevoie;contact@serrurerie-prosignal.fr;contact@serrurerie-prosignal.fr;devine;moyenne;;ok
SEDEC;Peinture;ANTONY;92160;92;10-19 sal.;http://www.sedec.fr/?utm_source=gmb;contact@sedec.fr;contact@sedec.fr;devine;moyenne;;ok
MIROITERIE DEWERPE;Peinture;MALAKOFF;92240;92;10-19 sal.;https://www.ateliersdewerpe.com/;contact@ateliersdewerpe.com;contact@ateliersdewerpe.com;devine;moyenne;;ok
AMK 2;Peinture;LEVALLOIS-PERRET;92300;92;10-19 sal.;;contact@amk2.com;contact@amk2.com;devine;moyenne;site;ok
PEINT DECOR REVET RAVAL GIACALONE;Peinture;CHATENAY-MALABRY;92290;92;10-19 sal.;http://www.giacalone.fr/;contact@giacalone.fr;contact@giacalone.fr;devine;moyenne;;ok
DFD PEINTURES;Peinture;ANTONY;92160;92;10-19 sal.;https://www.mariette-sols.com/;contact@mariette-sols.com;contact@mariette-sols.com;devine;moyenne;;ok
SAPA;Peinture;BOULOGNE-BILLANCOURT;92100;92;20-49 sal.;;contact@sapa.fr;contact@sapa.fr;devine;moyenne;site;ok
DU SOL AU PLAFOND;Peinture;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;http://www.dsp.fr/;contact@dsp.fr;contact@dsp.fr;devine;moyenne;;ok
A.H.G. TRANSPORT;Transport fret;VALENTON;94460;92;10-19 sal.;;ahg-transport@wanadoo.fr;ahg-transport@wanadoo.fr;scrape;moyenne;;ok
NOURILE;Transport fret;VILLENEUVE-LA-GARENNE;92390;92;10-19 sal.;https://www.chronopost.fr/fr/particulier/nous-contacter?utm_source=gmb;contact@chronopost.fr;contact@chronopost.fr;devine;moyenne;;ok
TRANS EURO TRAVEL;Transport fret;ORLY;94310;92;20-49 sal.;;contact@tet-transport.fr;contact@tet-transport.fr;devine;moyenne;site;ok
LES TRANSPORTS PARISIENS;Transport fret;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;http://www.fean.fr/;contact@fean.fr;contact@fean.fr;devine;moyenne;;ok
CANAL TRANSPORT;Transport fret;CHATENAY-MALABRY;92290;92;20-49 sal.;https://www.iledefrance-mobilites.fr/actualites/locales/bievre;contact@iledefrance-mobilites.fr;contact@iledefrance-mobilites.fr;devine;moyenne;;ok
ECO-LOGISTIQUE;Transport fret;VILLENEUVE LA GARENNE;92390;92;20-49 sal.;https://ecologistique.fr/;contact@ecologistique.fr;contact@ecologistique.fr;devine;moyenne;;ok
TRANSPORTS MARDOKH FRERES;Transport proximité;VILLENEUVE-LA-GARENNE;92390;92;10-19 sal.;;contact@mardokh.fr;contact@mardokh.fr;devine;moyenne;site;ok
MF TRANSPORTS;Transport proximité;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;http://www.mf-transports.fr/;contact@mf-transports.fr;contact@mf-transports.fr;devine;moyenne;;ok
MAVOUNA LOGISTIC SASU;Transport proximité;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;http://mnabtransports.fr/;contact@mnabtransports.fr;contact@mnabtransports.fr;devine;moyenne;;ok
A A TRANSPORT;Transport proximité;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;https://aa-motors.fr/;contact@aa-motors.fr;contact@aa-motors.fr;devine;moyenne;;ok
PARIS TRACTION;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;http://www.paris-traction.fr/;contact@paris-traction.fr;contact@paris-traction.fr;devine;moyenne;;ok
TRANSADEL;Transport proximité;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;;exploitation@transadel.fr;exploitation@transadel.fr;scrape;moyenne;redressement;ok
CONCEPTELEC;Électricité;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;;contact@conceptelec.eu;contact@conceptelec.eu;scrape;moyenne;;ok
PRISME RESEAU;Électricité;IVRY-SUR-SEINE;94200;94;10-19 sal.;http://prismereseau.fr/;contact@prismereseau.fr;contact@prismereseau.fr;devine;moyenne;;ok
SOCIETE PERRIN B.;Électricité;VALENTON;94460;94;20-49 sal.;https://ortec-group.com/agences/perrin/?utm_source=gmb;contact@ortec-group.com;contact@ortec-group.com;devine;moyenne;;ok
ETABLISSEMENTS LOISEAU;Plomberie;CHARENTON-LE-PONT;94220;94;10-19 sal.;;contact@etablissement-loiseau.fr;contact@etablissement-loiseau.fr;scrape;moyenne;;ok
SOCIETE NOUVELLE SNPC;Plomberie;CHAMPIGNY-SUR-MARNE;94500;94;20-49 sal.;;s.n.p.c@orange.fr;s.n.p.c@orange.fr;scrape;moyenne;;ok
ENTREPRISE DETOISIEN SAS;Plomberie;CACHAN;94230;94;20-49 sal.;https://detoisien.com/;contact@detoisien.com;contact@detoisien.com;devine;moyenne;;ok
ESPACE EURO SERVICES;Plomberie;CRETEIL;94000;94;20-49 sal.;;ees@espace-e-s.fr;ees@espace-e-s.fr;scrape;moyenne;;ok
CALONNE;Plomberie;ALFORTVILLE;94140;94;20-49 sal.;https://www.calonne-plomberie.com/;contact@calonne-plomberie.com;contact@calonne-plomberie.com;devine;moyenne;;ok
FRANCE AFFAIRES EQUIPEMENTS;CVC/Thermique;VINCENNES;94300;94;10-19 sal.;https://france-affaires-equipements.com/;contact@france-affaires-equipements.com;contact@france-affaires-equipements.com;devine;moyenne;;ok
SUNICE ENERGIE;CVC/Thermique;SUCY-EN-BRIE;94370;94;10-19 sal.;https://www.sunice-energie.fr/;contact@sunice-energie.fr;contact@sunice-energie.fr;devine;moyenne;;ok
AIREOL;CVC/Thermique;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;;contact@aireol.fr;contact@aireol.fr;scrape;moyenne;;ok
C P E CLIMATISATION;CVC/Thermique;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;https://www.cpe-climatisation.fr/;contact@cpe-climatisation.fr;contact@cpe-climatisation.fr;devine;moyenne;;ok
CARDONNEL CHAUFFAGES SERVICES;CVC/Thermique;SANTENY;94440;94;10-19 sal.;http://www.cardonnel-chauffage.com/;contact@cardonnel-chauffage.com;contact@cardonnel-chauffage.com;devine;moyenne;;ok
M&N ENERGY;CVC/Thermique;ALFORTVILLE;94140;94;20-49 sal.;https://www.energiedefrance-groupe.com/;contact@energiedefrance-groupe.com;contact@energiedefrance-groupe.com;devine;moyenne;;ok
ACMA;Menuiserie bois;CHOISY-LE-ROI;94600;94;10-19 sal.;http://acma-technal.fr/;contact@acma-technal.fr;contact@acma-technal.fr;devine;moyenne;;ok
GUINIER CONSTRUCTION;Menuiserie bois;ALFORTVILLE;94140;94;20-49 sal.;http://spinnaker-guinier.com/category/contact/;contact@spinnaker-guinier.com;contact@spinnaker-guinier.com;devine;moyenne;;ok
AOBC AMENAGEMENT ORGANISATION DE BUREAUX CLOISON;Menuiserie métallique;LE PLESSIS-TREVISE;94420;94;10-19 sal.;;contact@aobcloisons.com;contact@aobcloisons.com;devine;moyenne;site;ok
P.S.C.I.;Menuiserie métallique;FONTENAY-SOUS-BOIS;94120;94;10-19 sal.;https://www.pcsi.fr/;contact@pcsi.fr;contact@pcsi.fr;devine;moyenne;;ok
I D F PEINTURES;Peinture;ALFORTVILLE;94140;94;10-19 sal.;https://www.welinkbuilders.fr/artisan-tout-corps-d-etat/94140-alfortville-france/idf-decorations-88;contact@welinkbuilders.fr;contact@welinkbuilders.fr;devine;moyenne;;ok
URBAN ENVIRONNEMENT;Peinture;THIAIS;94320;94;20-49 sal.;https://urban-environnement.fr/;contact@urban-environnement.fr;contact@urban-environnement.fr;devine;moyenne;;ok
DA SILVA;Peinture;ORMESSON-SUR-MARNE;94490;94;20-49 sal.;https://www.dasilva-maconnerie-94.com/;contact@dasilva-maconnerie-94.com;contact@dasilva-maconnerie-94.com;devine;moyenne;;ok
MIMMO;Peinture;IVRY-SUR-SEINE;94200;94;20-49 sal.;;contact@mimmoravaldeco.fr;contact@mimmoravaldeco.fr;scrape;moyenne;;ok
COMBET;Peinture;SAINT-MAUR-DES-FOSSES;94100;94;20-49 sal.;https://www.combet.fr/;contact@combet.fr;contact@combet.fr;devine;moyenne;;ok
M.B. PEINTURE;Peinture;VILLEJUIF;94800;94;20-49 sal.;;contact@mbpeinture.fr;contact@mbpeinture.fr;devine;moyenne;site;ok
SARL S F E T;Transport fret;ABLON-SUR-SEINE;94480;94;10-19 sal.;;contact@sfet.fr;contact@sfet.fr;devine;moyenne;site;ok
ARES TRANSPORT;Transport fret;CRETEIL;94000;94;10-19 sal.;http://www.ares-services.com/;contact@ares-services.com;contact@ares-services.com;devine;moyenne;;ok
SWLT;Transport fret;RUNGIS;94150;94;10-19 sal.;;stefswlt@gmail.com;stefswlt@gmail.com;scrape;moyenne;;ok
LTB LOCAT TRANSPORTS BENNES;Transport proximité;SAINT-MAUR-DES-FOSSES;94210;94;10-19 sal.;https://www.ltb-bennes.com/;contact@ltb-bennes.com;contact@ltb-bennes.com;devine;moyenne;;ok
LES TRANSPORTS 2T;Transport proximité;LE PERREUX-SUR-MARNE;94170;94;10-19 sal.;https://2tservices.fr/;contact@2tservices.fr;contact@2tservices.fr;devine;moyenne;;ok
COURSES AND CO;Transport proximité;PERIGNY;94520;94;10-19 sal.;https://www.ofcoursetransport.fr/;contact@ofcoursetransport.fr;contact@ofcoursetransport.fr;devine;moyenne;;ok
MENDES ELECTRICITE;Électricité;PARIS;75011;75;20-49 sal.;;mendes@mendes-elec.fr;mendes@mendes-elec.fr;scrape;nulle-sansMX;inactive 2024;absent
SKY RENOV;Plomberie;PARIS;75002;75;10-19 sal.;https://alinerenov25.wixsite.com/blog;contact@alinerenov25.wixsite.com;contact@alinerenov25.wixsite.com;devine;nulle-sansMX;;absent
NEFIS;Plomberie;PARIS;75020;75;10-19 sal.;;contact@nefisparis.fr;contact@nefisparis.fr;scrape;nulle-sansMX;;absent
ENTREPRISE CHARLES PEREIRA;Plomberie;PARIS;75015;75;20-49 sal.;;contact@entreprise-charles-pereira.fr;contact@entreprise-charles-pereira.fr;devine;nulle-sansMX;site;absent
NOTRE DAME DECORATION CUISINES;Menuiserie bois;PARIS;75016;75;10-19 sal.;;contact@siematicparis-notredamedecoration.com;contact@siematicparis-notredamedecoration.com;devine;nulle-sansMX;site;absent
S P F;Menuiserie métallique;PARIS;75020;75;10-19 sal.;http://www2.impots.gouv.fr/contacts/spf/index.htm;contact@www2.impots.gouv.fr;contact@www2.impots.gouv.fr;devine;nulle-sansMX;;absent
MW SERVICES;Peinture;VITRY-SUR-SEINE;94400;75;10-19 sal.;;contact@mwservices-btp.com;contact@mwservices-btp.com;devine;nulle-sansMX;site mwservices-btp.com;absent
TOURRET SAS;Peinture;PARIS;75008;75;10-19 sal.;http://www.tourret-sa.fr/;contact@tourret-sa.fr;contact@tourret-sa.fr;devine;nulle-sansMX;;absent
LES PEINTRES FRANCILIENS;Peinture;PARIS;75014;75;10-19 sal.;https://parquet-massif-rysstouraine.fr/;contact@parquet-massif-rysstouraine.fr;contact@parquet-massif-rysstouraine.fr;devine;nulle-sansMX;;absent
ENTREPRISE DE PEINTURE JEAN LETUVE;Peinture;PARIS;75017;75;20-49 sal.;https://parquet-massif-rysstouraine.fr/;contact@parquet-massif-rysstouraine.fr;contact@parquet-massif-rysstouraine.fr;devine;nulle-sansMX;;absent
FLUTRANS INTERNATIONAL;Transport fret;RUNGIS;94150;75;10-19 sal.;https://flutrans.eu/;contact@flutrans.eu;contact@flutrans.eu;devine;nulle-sansMX;;absent
BORNES JPL;Électricité;ASNIERES-SUR-SEINE;92600;78;20-49 sal.;http://www.bornesjpl.com/;contact@bornesjpl.com;contact@bornesjpl.com;devine;nulle-sansMX;;absent
75FIBRE.COM;Électricité;MANTES-LA-VILLE;78711;78;20-49 sal.;;contact@75fibre.com;contact@75fibre.com;devine;nulle-sansMX;nom=domaine;absent
ENTREPRISE GUY ARTUS;Plomberie;CHATOU;78400;78;10-19 sal.;http://www.guy-artus.fr/;contact@guy-artus.fr;contact@guy-artus.fr;devine;nulle-sansMX;;absent
LIK PLOMBERIE;Plomberie;TRIEL-SUR-SEINE;78510;78;10-19 sal.;https://annuaire-entreprises.data.gouv.fr/entreprise/lik-plomberie-808893200;contact@annuaire-entreprises.data.gouv.fr;contact@annuaire-entreprises.data.gouv.fr;devine;nulle-sansMX;;absent
ARIES;CVC/Thermique;GUYANCOURT;78280;78;10-19 sal.;https://implantations.gsf.fr/349-gsf-aries-saint-quentin?utm_source=gmb;contact@implantations.gsf.fr;contact@implantations.gsf.fr;devine;nulle-sansMX;;absent
GEMAD GAMBAIS  EBENISTERIE ART DECO;Menuiserie bois;HOUDAN;78550;78;10-19 sal.;;contact@menuiseriesgemad.com;contact@menuiseriesgemad.com;devine;nulle-sansMX;site;absent
MENUISERIE GEPPETTO;Menuiserie bois;BAILLY;78870;78;10-19 sal.;;contact@menuiserie-geppetto.com;contact@menuiserie-geppetto.com;devine;nulle-sansMX;site;absent
SAS RENOUX BOURCIER;Menuiserie bois;CARRIERES-SOUS-POISSY;78955;78;20-49 sal.;;contact@menuiserieuniparquet.fr;contact@menuiserieuniparquet.fr;devine;nulle-sansMX;site;absent
CANOPY;Menuiserie métallique;GARANCIERES;78890;78;10-19 sal.;http://sa.canopy.pagesperso-orange.fr/pages/pageaccueilsite.html;contact@sa.canopy.pagesperso-orange.fr;contact@sa.canopy.pagesperso-orange.fr;devine;nulle-sansMX;;absent
LME TRANSPORT;Transport fret;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;https://trans-dem.fr/;contact@trans-dem.fr;contact@trans-dem.fr;devine;nulle-sansMX;;absent
FLASH 2 TRANSPORTS;Transport fret;COIGNIERES;78310;78;10-19 sal.;;contact@flash2transports.com;contact@flash2transports.com;devine;nulle-sansMX;site;absent
ANNE&LY-TRANS;Transport fret;PLAISIR;78370;78;20-49 sal.;http://www.annelytrans.fr/;contact@annelytrans.fr;contact@annelytrans.fr;devine;nulle-sansMX;;absent
GENIFIBRES;Électricité;VILLENEUVE-LA-GARENNE;92390;92;10-19 sal.;https://genifibres.com/;contact@genifibres.com;contact@genifibres.com;devine;nulle-sansMX;;absent
M.B.I;Électricité;MEUDON;92190;92;10-19 sal.;https://www.installation-electrique-informatique.fr/;contact@installation-electrique-informatique.fr;contact@installation-electrique-informatique.fr;devine;nulle-sansMX;;absent
TECHNIC PRO;Plomberie;CLICHY;92110;92;10-19 sal.;https://technicpronanterre.wixsite.com/website;contact@technicpronanterre.wixsite.com;contact@technicpronanterre.wixsite.com;devine;nulle-sansMX;;absent
ETABLISSEMENTS MERIL;Plomberie;CLICHY;92110;92;10-19 sal.;https://www.meril-etablissements-paris.fr/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=profile_meril;contact@meril-etablissements-paris.fr;contact@meril-etablissements-paris.fr;devine;nulle-sansMX;;absent
BDN PLOMBERIE;Plomberie;BAGNEUX;92220;92;10-19 sal.;https://annuaire-entreprises.data.gouv.fr/entreprise/bdn-plomberie-bdn-plomberie-917780546;contact@annuaire-entreprises.data.gouv.fr;contact@annuaire-entreprises.data.gouv.fr;devine;nulle-sansMX;;absent
CLIMATIS;CVC/Thermique;NANTERRE;92000;92;10-19 sal.;http://climatis92.fr/;contact@climatis92.fr;contact@climatis92.fr;devine;nulle-sansMX;;absent
MORTIER SARL;Menuiserie bois;BOULOGNE-BILLANCOURT;92100;92;10-19 sal.;http://sarlmortier.fr/;contact@sarlmortier.fr;contact@sarlmortier.fr;devine;nulle-sansMX;;absent
ATELIER DE METALLERIE DEU ET FORGENEUF;Menuiserie métallique;VANVES;92170;92;10-19 sal.;https://www.amdf-technal.fr/;contact@amdf-technal.fr;contact@amdf-technal.fr;devine;nulle-sansMX;;absent
BEYNAT FERMETURES;Menuiserie métallique;NANTERRE;92000;92;10-19 sal.;https://nanterre.ouvertures.com/?utm_campaign=GMB_nanterre&utm_medium=organic&utm_source=GMB;contact@nanterre.ouvertures.com;contact@nanterre.ouvertures.com;devine;nulle-sansMX;;absent
SGB;Peinture;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;https://agences.sg.fr/banque-assurance/particulier/agence-asnieres-gare-id3000303710;contact@agences.sg.fr;contact@agences.sg.fr;devine;nulle-sansMX;;absent
JED-DIS TRANSPORT;Transport fret;ANTONY;92160;92;10-19 sal.;https://trouverungarage.technicar-services.fr/ile-de-france/hauts-de-seine/antony/jed-dis-transport-a-antony-72;contact@trouverungarage.technicar-services.fr;contact@trouverungarage.technicar-services.fr;devine;nulle-sansMX;;absent
GOURAYA TRANSPORTS DEMENAGEMENTS INTERNATIONAL;Transport fret;ANTONY;92160;92;10-19 sal.;https://www.gouraya-demenagement.fr/;contact@gouraya-demenagement.fr;contact@gouraya-demenagement.fr;devine;nulle-sansMX;;absent
JADE TRANSPORTS;Transport proximité;ANTONY;92160;92;10-19 sal.;http://www.jadetransport.nl/;contact@jadetransport.nl;contact@jadetransport.nl;devine;nulle-sansMX;;absent
EMIS'R;Transport proximité;SURESNES;92150;92;10-19 sal.;https://locator.totalenergies.com/NF042036?type=FUELING&business_type=RETAIL&utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website;contact@locator.totalenergies.com;contact@locator.totalenergies.com;devine;nulle-sansMX;;absent
S.D.I EXPRESS;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;;contact@sdiexpress.fr;contact@sdiexpress.fr;devine;nulle-sansMX;site;absent
THEILLAUD ROFFI;Électricité;ALFORTVILLE;94140;94;10-19 sal.;https://theillaud-roffi.com/;contact@theillaud-roffi.com;contact@theillaud-roffi.com;devine;nulle-sansMX;;absent
ENR PRO;CVC/Thermique;NOGENT-SUR-MARNE;94130;94;20-49 sal.;http://www.enr-pro.fr/;contact@enr-pro.fr;contact@enr-pro.fr;devine;nulle-sansMX;;absent
IMPACTO LINEAR BAT;Menuiserie bois;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;;contact@impactolinear.fr;contact@impactolinear.fr;devine;nulle-sansMX;site;absent
OPC MENUISERIE;Menuiserie bois;RICHEBOURG;78550;94;10-19 sal.;http://www.pose2baies.fr/;contact@pose2baies.fr;contact@pose2baies.fr;devine;nulle-sansMX;;absent
ENTREPRISE VIGIER SA;Menuiserie bois;CHAMPIGNY-SUR-MARNE;94500;94;10-19 sal.;http://www.menuiserie-vigier.fr/;contact@menuiserie-vigier.fr;contact@menuiserie-vigier.fr;devine;nulle-sansMX;;absent
SOCIETE GENERALE DE BATIMENT DE RAVALEMENT ET DE NETTOYAGE;Peinture;FONTENAY-SOUS-BOIS;94120;94;10-19 sal.;;contact@sgbrn.fr;contact@sgbrn.fr;devine;nulle-sansMX;site;absent
LA SOCIETE DES REVETEMENTS ET PEINTURE;Peinture;FONTENAY-SOUS-BOIS;94120;94;20-49 sal.;;contact@groupe-lsrp.com;contact@groupe-lsrp.com;devine;nulle-sansMX;site;absent
MAISON DUREAU;Peinture;IVRY-SUR-SEINE;94200;94;20-49 sal.;https://magasin.theodoremaisondepeinture.fr/51-theodore-maison-de-peinture-super-peinture-ivry-sur-seine?utm_source=gmb;contact@magasin.theodoremaisondepeinture.fr;contact@magasin.theodoremaisondepeinture.fr;devine;nulle-sansMX;;absent
AGA SERVICES;Transport proximité;CRETEIL;94000;94;10-19 sal.;;contact@aga-services.com;contact@aga-services.com;devine;nulle-sansMX;site;absent
BORNES JPL;Électricité;ASNIERES-SUR-SEINE;92600;78;20-49 sal.;http://www.bornesjpl.com/;contact@bornesjpl.com;contact@bornesjpl.com;devine;nulle-sansMX;;absent
75FIBRE.COM;Électricité;MANTES-LA-VILLE;78711;78;20-49 sal.;;contact@75fibre.com;contact@75fibre.com;devine;nulle-sansMX;nom=domaine;absent
ENTREPRISE GUY ARTUS;Plomberie;CHATOU;78400;78;10-19 sal.;http://www.guy-artus.fr/;contact@guy-artus.fr;contact@guy-artus.fr;devine;nulle-sansMX;;absent
LIK PLOMBERIE;Plomberie;TRIEL-SUR-SEINE;78510;78;10-19 sal.;https://annuaire-entreprises.data.gouv.fr/entreprise/lik-plomberie-808893200;contact@annuaire-entreprises.data.gouv.fr;contact@annuaire-entreprises.data.gouv.fr;devine;nulle-sansMX;;absent
ARIES;CVC/Thermique;GUYANCOURT;78280;78;10-19 sal.;https://implantations.gsf.fr/349-gsf-aries-saint-quentin?utm_source=gmb;contact@implantations.gsf.fr;contact@implantations.gsf.fr;devine;nulle-sansMX;;absent
GEMAD GAMBAIS  EBENISTERIE ART DECO;Menuiserie bois;HOUDAN;78550;78;10-19 sal.;;contact@menuiseriesgemad.com;contact@menuiseriesgemad.com;devine;nulle-sansMX;site;absent
MENUISERIE GEPPETTO;Menuiserie bois;BAILLY;78870;78;10-19 sal.;;contact@menuiserie-geppetto.com;contact@menuiserie-geppetto.com;devine;nulle-sansMX;site;absent
SAS RENOUX BOURCIER;Menuiserie bois;CARRIERES-SOUS-POISSY;78955;78;20-49 sal.;;contact@menuiserieuniparquet.fr;contact@menuiserieuniparquet.fr;devine;nulle-sansMX;site;absent
CANOPY;Menuiserie métallique;GARANCIERES;78890;78;10-19 sal.;http://sa.canopy.pagesperso-orange.fr/pages/pageaccueilsite.html;contact@sa.canopy.pagesperso-orange.fr;contact@sa.canopy.pagesperso-orange.fr;devine;nulle-sansMX;;absent
LME TRANSPORT;Transport fret;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;https://trans-dem.fr/;contact@trans-dem.fr;contact@trans-dem.fr;devine;nulle-sansMX;;absent
FLASH 2 TRANSPORTS;Transport fret;COIGNIERES;78310;78;10-19 sal.;;contact@flash2transports.com;contact@flash2transports.com;devine;nulle-sansMX;site;absent
ANNE&LY-TRANS;Transport fret;PLAISIR;78370;78;20-49 sal.;http://www.annelytrans.fr/;contact@annelytrans.fr;contact@annelytrans.fr;devine;nulle-sansMX;;absent
AB EXPRESS;Transport proximité;IVRY-SUR-SEINE;94200;78;10-19 sal.;http://www.ab-transports-express.com/;contact@ab-transports-express.com;contact@ab-transports-express.com;devine;nulle-sansMX;;absent
GENIFIBRES;Électricité;VILLENEUVE-LA-GARENNE;92390;92;10-19 sal.;https://genifibres.com/;contact@genifibres.com;contact@genifibres.com;devine;nulle-sansMX;;absent
M.B.I;Électricité;MEUDON;92190;92;10-19 sal.;https://www.installation-electrique-informatique.fr/;contact@installation-electrique-informatique.fr;contact@installation-electrique-informatique.fr;devine;nulle-sansMX;;absent
TECHNIC PRO;Plomberie;CLICHY;92110;92;10-19 sal.;https://technicpronanterre.wixsite.com/website;contact@technicpronanterre.wixsite.com;contact@technicpronanterre.wixsite.com;devine;nulle-sansMX;;absent
ETABLISSEMENTS MERIL;Plomberie;CLICHY;92110;92;10-19 sal.;https://www.meril-etablissements-paris.fr/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=profile_meril;contact@meril-etablissements-paris.fr;contact@meril-etablissements-paris.fr;devine;nulle-sansMX;;absent
BDN PLOMBERIE;Plomberie;BAGNEUX;92220;92;10-19 sal.;https://annuaire-entreprises.data.gouv.fr/entreprise/bdn-plomberie-bdn-plomberie-917780546;contact@annuaire-entreprises.data.gouv.fr;contact@annuaire-entreprises.data.gouv.fr;devine;nulle-sansMX;;absent
CLIMATIS;CVC/Thermique;NANTERRE;92000;92;10-19 sal.;http://climatis92.fr/;contact@climatis92.fr;contact@climatis92.fr;devine;nulle-sansMX;;absent
MORTIER SARL;Menuiserie bois;BOULOGNE-BILLANCOURT;92100;92;10-19 sal.;http://sarlmortier.fr/;contact@sarlmortier.fr;contact@sarlmortier.fr;devine;nulle-sansMX;;absent
ATELIER DE METALLERIE DEU ET FORGENEUF;Menuiserie métallique;VANVES;92170;92;10-19 sal.;https://www.amdf-technal.fr/;contact@amdf-technal.fr;contact@amdf-technal.fr;devine;nulle-sansMX;;absent
BEYNAT FERMETURES;Menuiserie métallique;NANTERRE;92000;92;10-19 sal.;https://nanterre.ouvertures.com/?utm_campaign=GMB_nanterre&utm_medium=organic&utm_source=GMB;contact@nanterre.ouvertures.com;contact@nanterre.ouvertures.com;devine;nulle-sansMX;;absent
SGB;Peinture;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;https://agences.sg.fr/banque-assurance/particulier/agence-asnieres-gare-id3000303710;contact@agences.sg.fr;contact@agences.sg.fr;devine;nulle-sansMX;;absent
JED-DIS TRANSPORT;Transport fret;ANTONY;92160;92;10-19 sal.;https://trouverungarage.technicar-services.fr/ile-de-france/hauts-de-seine/antony/jed-dis-transport-a-antony-72;contact@trouverungarage.technicar-services.fr;contact@trouverungarage.technicar-services.fr;devine;nulle-sansMX;;absent
GOURAYA TRANSPORTS DEMENAGEMENTS INTERNATIONAL;Transport fret;ANTONY;92160;92;10-19 sal.;https://www.gouraya-demenagement.fr/;contact@gouraya-demenagement.fr;contact@gouraya-demenagement.fr;devine;nulle-sansMX;;absent
JADE TRANSPORTS;Transport proximité;ANTONY;92160;92;10-19 sal.;http://www.jadetransport.nl/;contact@jadetransport.nl;contact@jadetransport.nl;devine;nulle-sansMX;;absent
EMIS'R;Transport proximité;SURESNES;92150;92;10-19 sal.;https://locator.totalenergies.com/NF042036?type=FUELING&business_type=RETAIL&utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website;contact@locator.totalenergies.com;contact@locator.totalenergies.com;devine;nulle-sansMX;;absent
S.D.I EXPRESS;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;;contact@sdiexpress.fr;contact@sdiexpress.fr;devine;nulle-sansMX;site;absent
THEILLAUD ROFFI;Électricité;ALFORTVILLE;94140;94;10-19 sal.;https://theillaud-roffi.com/;contact@theillaud-roffi.com;contact@theillaud-roffi.com;devine;nulle-sansMX;;absent
ENR PRO;CVC/Thermique;NOGENT-SUR-MARNE;94130;94;20-49 sal.;http://www.enr-pro.fr/;contact@enr-pro.fr;contact@enr-pro.fr;devine;nulle-sansMX;;absent
IMPACTO LINEAR BAT;Menuiserie bois;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;;contact@impactolinear.fr;contact@impactolinear.fr;devine;nulle-sansMX;site;absent
OPC MENUISERIE;Menuiserie bois;RICHEBOURG;78550;94;10-19 sal.;http://www.pose2baies.fr/;contact@pose2baies.fr;contact@pose2baies.fr;devine;nulle-sansMX;;absent
ENTREPRISE VIGIER SA;Menuiserie bois;CHAMPIGNY-SUR-MARNE;94500;94;10-19 sal.;http://www.menuiserie-vigier.fr/;contact@menuiserie-vigier.fr;contact@menuiserie-vigier.fr;devine;nulle-sansMX;;absent
SOCIETE GENERALE DE BATIMENT DE RAVALEMENT ET DE NETTOYAGE;Peinture;FONTENAY-SOUS-BOIS;94120;94;10-19 sal.;;contact@sgbrn.fr;contact@sgbrn.fr;devine;nulle-sansMX;site;absent
